ZX_WD_1_1,ZX_WD_1_2,ZX_WD_1_3,ZX_WD_1_4,ZX_WD_1_5,ZX_WD_1_6,ZX_HW1_1,ZX_HW2_1,ZD_LCG,ZD_TFG,ZD_JHG,ZD_LLJ,ZD_SPEED
31.000000,43.000000,33.000000,32.000000,34.000000,29.000000,37.000000,37.000000,594.000000,551.000000,600.000000,0.000000,68.000000
31.000000,43.000000,33.000000,32.000000,34.000000,29.000000,37.000000,37.000000,594.000000,551.000000,600.000000,0.000000,69.600000
31.000000,43.000000,33.000000,32.000000,34.000000,29.000000,37.000000,37.000000,594.000000,551.000000,600.000000,0.000000,71.200001
31.000000,43.000000,33.000000,32.156250,34.000000,29.156250,36.843750,37.000000,594.000000,551.000000,600.000000,0.000000,72.312500
31.000000,43.000000,33.000000,32.468750,34.000000,29.468750,36.531250,37.000000,594.000000,551.000000,600.000000,0.000000,72.937501
31.000000,43.000000,33.000000,32.781250,34.000000,29.781250,36.218750,37.000000,594.000000,551.000000,600.000000,0.000000,73.562500
31.000000,43.035714,33.000000,33.000000,34.000000,30.000000,36.000000,36.964286,594.035714,551.000000,600.000000,0.000000,73.964286
31.000000,43.154762,33.000000,33.000000,34.000000,30.000000,36.000000,36.845238,594.154762,551.000000,600.000000,0.000000,73.845238
31.000000,43.273810,33.000000,33.000000,34.000000,30.000000,36.000000,36.726190,594.273810,551.000000,600.000000,0.000000,73.726190
31.000000,43.392857,33.000000,33.000000,34.000000,30.000000,36.000000,36.607143,594.392857,551.000000,600.000000,0.000000,73.607143
31.000000,43.511905,33.000000,33.000000,34.000000,30.000000,36.000000,36.488095,594.511905,551.000000,600.000000,0.000000,73.488095
31.000000,43.630952,33.000000,33.000000,34.000000,30.000000,36.000000,36.369048,594.630952,551.000000,600.000000,0.000000,73.369048
31.000000,43.750000,33.000000,33.000000,34.000000,30.000000,36.000000,36.250000,594.750000,551.000000,600.000000,0.000000,73.250000
31.000000,43.869048,33.000000,33.000000,34.000000,30.000000,36.000000,36.130952,594.869048,551.000000,600.000000,0.000000,73.130952
31.000000,43.988095,33.000000,33.000000,34.000000,30.000000,36.000000,36.011905,594.988095,551.000000,600.000000,0.000000,73.011905
31.000000,44.000000,34.000000,33.000000,34.000000,30.000000,36.000000,36.000000,595.000000,551.000000,600.000000,0.000000,72.000000
31.000000,44.000000,34.000000,33.000000,34.000000,30.000000,36.000000,36.000000,595.000000,551.000000,600.000000,0.000000,72.000000
31.000000,44.000000,34.000000,33.000000,34.000000,30.000000,35.799999,36.000000,595.000000,551.000000,600.000000,0.000000,72.000000
31.000000,44.000000,34.000000,33.000000,34.000000,30.000000,35.000000,36.000000,595.000000,551.000000,600.000000,0.000000,72.000000
31.000000,44.000000,34.000000,33.000000,34.000000,30.000000,35.000000,36.000000,595.000000,551.000000,600.000000,0.000000,72.000000
31.000000,44.000000,34.000000,33.000000,34.000000,30.000000,35.000000,36.000000,595.000000,551.000000,600.000000,0.000000,73.000000
31.000000,44.000000,34.000000,33.000000,34.000000,30.000000,35.000000,36.000000,595.000000,551.000000,600.000000,0.000000,73.200000
31.000000,44.000000,34.000000,33.000000,34.000000,30.000000,35.000000,36.000000,595.000000,551.000000,600.000000,0.000000,74.000000
31.000000,44.000000,34.000000,33.000000,34.000000,30.000000,35.000000,36.000000,595.000000,551.000000,600.000000,0.000000,74.000000
31.000000,44.000000,34.000000,33.000000,34.000000,30.000000,35.000000,36.000000,595.000000,550.800000,600.000000,0.000000,74.200000
