ZX_WD_1_1,ZX_WD_1_2,ZX_WD_1_3,ZX_WD_1_4,ZX_WD_1_5,ZX_WD_1_6,ZX_HW1_1,ZX_HW2_1,ZD_LCG,ZD_TFG,ZD_JHG,ZD_LLJ,ZD_SPEED
27.000000,29.000000,29.000000,28.000000,27.000000,26.000000,27.000000,28.000000,561.222227,554.000000,601.000000,-1.000000,0.000000
27.000000,29.000000,29.000000,28.000000,27.000000,26.000000,27.000000,28.900000,567.399998,554.000000,601.000000,-1.000000,0.000000
27.000000,29.000000,29.000000,28.000000,27.000000,26.000000,27.000000,29.000000,574.300004,554.000000,601.000000,-1.000000,0.000000
27.000000,29.000000,29.000000,28.000000,27.000000,26.000000,27.000000,29.000000,579.500003,554.000000,601.000000,-1.000000,0.000000
27.000000,29.000000,29.000000,28.000000,27.000000,26.000000,27.000000,29.000000,585.399998,554.000000,601.000000,-1.000000,0.000000
27.000000,29.000000,29.000000,28.000000,27.000000,26.000000,27.000000,29.000000,589.600002,554.000000,601.000000,-1.000000,0.000000
27.000000,29.000000,29.000000,28.000000,27.000000,26.000000,27.000000,30.000000,589.500000,554.000000,599.333333,-1.000000,0.000000
27.000000,29.000000,29.000000,28.000000,27.000000,26.000000,27.000000,30.000000,591.999999,554.000001,600.999999,-1.000000,0.000000
27.000000,29.000000,29.000000,28.000000,27.000000,26.000000,27.000000,30.000000,591.000000,555.000000,600.000000,-1.000000,0.000000
27.000000,29.000000,29.000000,28.000000,27.000000,26.000000,27.000000,30.000000,592.818181,555.000000,600.000000,-1.000000,0.000000
27.000000,29.000000,29.000000,28.000000,27.000000,26.000000,27.000000,30.000000,594.000000,555.000000,600.000000,-1.000000,0.000000
27.000000,29.000000,29.000000,28.000000,27.000000,26.000000,27.000000,30.000000,594.000000,555.000000,600.000000,-1.000000,0.000000
27.000000,29.000000,29.000000,28.000000,27.000000,26.000000,27.000000,30.769230,594.769230,555.000000,600.000000,-1.000000,0.000000
27.000000,29.000000,29.000000,28.000000,27.000000,26.000000,27.000000,31.000000,595.875001,555.000000,600.000000,-1.000000,0.000000
27.000000,29.000000,29.000000,28.000000,27.000000,26.000000,27.000000,31.000000,596.000000,555.000000,600.000000,-1.000000,0.000000
27.000000,29.000000,29.000000,28.000000,27.000000,26.000000,27.000000,31.000000,596.000000,555.000000,600.000000,-1.000000,0.000000
27.000000,29.000000,29.000000,28.000000,27.000000,26.000000,27.000000,31.000000,596.000000,555.000000,600.000000,-1.000000,0.000000
27.000000,29.000000,29.000000,28.000000,27.000000,26.000000,27.000000,31.000000,597.000000,555.000000,600.000000,-1.000000,0.000000
27.000000,29.000000,29.000000,28.000000,27.000000,26.000000,27.000000,31.000000,597.000000,554.000000,600.000000,-1.000000,0.000000
27.000000,29.000000,29.000000,28.000000,27.000000,26.000000,27.000000,32.000000,597.000000,554.000000,600.000000,-1.000000,0.000000
27.000000,29.000000,29.000000,28.000000,27.000000,26.000000,27.000000,32.000000,597.000000,554.000000,600.000000,-1.000000,0.000000
27.000000,29.000000,29.000000,28.000000,27.000000,26.000000,27.000000,32.000000,597.000000,554.000000,600.000000,-1.000000,0.000000
27.000000,29.000000,29.000000,28.000000,27.000000,26.000000,27.000000,32.000000,597.000000,554.000000,600.000000,-1.000000,0.000000
27.000000,29.000000,29.000000,28.000000,27.000000,26.000000,27.000000,32.000000,597.000000,553.200000,600.000000,-1.000000,0.000000
27.000000,29.000000,29.000000,28.000000,27.000000,26.000000,27.000000,32.000000,597.000000,553.000000,600.000000,-1.000000,0.000000
27.000000,29.000000,29.000000,28.000000,27.000000,26.000000,27.000000,32.900001,597.000000,553.000000,600.000000,-1.000000,0.000000
27.000000,29.000000,29.000000,28.000000,27.000000,26.000000,27.000000,33.000000,597.000000,553.000000,600.000000,-1.000000,0.000000
27.000000,29.000000,29.000000,28.000000,27.000000,26.000000,27.000000,33.000000,596.100000,553.000000,600.000000,-1.000000,0.000000
27.000000,29.000000,29.000000,27.099999,27.000000,26.000000,27.000000,33.000000,596.000000,552.099999,600.000000,-1.000000,0.000000
27.000000,29.000000,29.000000,27.000000,27.000000,26.000000,27.000000,33.000000,596.000000,552.000000,600.000000,-1.000000,0.000000
27.000000,29.000000,29.000000,27.000000,27.000000,26.000000,27.000000,33.000000,596.000000,552.000000,600.000000,-1.000000,0.000000
27.000000,29.000000,29.000000,27.000000,27.000000,26.000000,27.000000,33.000000,596.000000,552.000000,600.000000,-1.000000,0.000000
27.000000,28.655172,29.000000,27.344828,27.000000,26.000000,27.000000,33.000000,596.000000,551.655172,600.000000,-1.000000,0.000000
27.000000,28.310345,29.000000,27.689655,27.000000,26.000000,27.000000,33.000000,596.000000,551.310345,600.000000,-1.000000,0.000000
27.000000,28.000000,29.000000,28.000000,26.969697,26.000000,27.000000,33.000000,596.000000,551.000000,600.000000,-1.000000,0.000000
27.000000,28.000000,29.000000,28.000000,26.666666,26.000000,27.000000,33.000000,596.000000,551.000000,600.000000,-1.000000,0.000000
27.000000,28.000000,29.000000,28.000000,26.363636,26.000000,27.000000,33.000000,596.000000,551.000000,600.000000,-1.000000,0.000000
27.000000,28.000000,29.000000,28.000000,26.060606,26.000000,27.000000,33.000000,596.000000,551.000000,600.000000,-1.000000,0.000000
27.000000,28.000000,29.000000,28.000000,26.000000,26.000000,27.000000,32.703703,596.000000,551.000000,600.000000,-1.000000,0.000000
27.000000,28.000000,29.000000,28.000000,26.000000,26.000000,27.000000,32.333333,596.000000,551.000000,600.000000,-1.000000,0.000000
27.000000,28.000000,29.000000,28.000000,26.031250,26.000000,27.000000,32.000000,596.000000,551.000000,600.000000,-1.000000,0.000000
27.000000,28.000000,29.000000,28.000000,26.343750,26.000000,27.000000,32.000000,596.000000,551.000000,600.000000,-1.000000,0.000000
27.000000,28.000000,29.000000,28.000000,26.656250,26.000000,27.000000,32.000000,596.000000,551.000000,600.000000,-1.000000,0.000000
27.000000,28.000000,29.000000,28.000000,26.968750,26.000000,27.000000,32.000000,596.000000,551.000000,600.000000,-1.000000,0.000000
27.000000,28.000000,29.000000,28.000000,26.689655,26.000000,27.000000,32.000000,596.000000,551.000000,600.000000,-1.000000,0.000000
27.000000,28.000000,29.000000,28.000000,26.344828,26.000000,27.000000,32.000000,596.000000,551.000000,600.000000,-1.000000,0.000000
27.000000,28.000000,29.000000,28.000000,26.000000,26.000000,27.000000,32.000000,596.000000,551.000000,600.000000,-1.000000,0.000000
27.000000,28.000000,29.000000,28.000000,26.000000,26.000000,27.000000,31.687500,596.000000,551.000000,600.000000,-1.000000,0.000000
27.000000,28.000000,29.000000,28.000000,26.000000,26.000000,27.000000,31.375000,596.000000,551.000000,600.000000,-1.000000,0.000000
27.000000,28.000000,29.000000,28.000000,26.000000,26.000000,27.000000,31.062500,596.000000,551.000000,600.000000,-1.000000,0.000000
27.000000,28.000000,29.000000,28.000000,26.000000,26.000000,27.000000,31.000000,596.000000,551.000000,600.000000,-1.000000,0.000000
27.000000,28.000000,29.000000,28.000000,26.000000,26.000000,27.000000,31.000000,596.000000,551.000000,600.000000,-1.000000,0.000000
27.000000,28.000000,29.000000,28.000000,26.000000,26.000000,27.000000,31.000000,596.000000,551.000000,600.000000,-1.000000,0.000000
27.000000,28.000000,29.000000,28.000000,26.000000,26.000000,27.000000,31.000000,596.000000,551.000000,600.000000,-1.000000,0.000000
27.000000,28.000000,29.000000,28.000000,26.000000,26.000000,27.000000,31.000000,596.000000,551.000000,600.000000,-1.000000,0.000000
27.000000,28.000000,29.000000,28.000000,26.000000,26.000000,27.000000,31.000000,596.000000,551.000000,600.000000,-1.000000,0.000000
27.000000,28.000000,29.000000,28.000000,26.000000,26.000000,27.000000,31.000000,596.000000,551.000000,600.000000,-1.000000,0.000000
27.000000,28.000000,29.000000,28.000000,26.000000,26.000000,27.000000,31.000000,596.000000,551.000000,600.000000,-1.000000,0.000000
27.000000,28.000000,29.000000,28.000000,26.000000,26.000000,27.000000,31.000000,596.000000,551.000000,600.000000,-1.000000,0.000000
27.000000,28.000000,29.000000,28.000000,26.000000,26.000000,27.000000,30.689655,596.000000,551.000000,600.000000,-1.000000,0.000000
27.000000,28.000000,29.000000,28.000000,26.000000,26.000000,27.000000,30.344828,596.000000,551.000000,600.000000,-1.000000,0.000000
27.000000,28.000000,29.000000,28.000000,26.000000,26.000000,27.000000,30.000000,596.000000,551.000000,600.000000,-1.000000,0.000000
27.000000,28.000000,29.000000,28.000000,26.000000,26.000000,27.000000,30.000000,596.000000,551.000000,600.000000,-1.000000,0.000000
27.000000,28.000000,29.000000,28.000000,26.000000,26.000000,27.000000,30.000000,596.000000,551.000000,600.000000,-1.000000,0.000000
27.000000,28.000000,29.000000,28.000000,26.000000,26.000000,27.000000,30.000000,596.000000,551.000000,600.000000,-1.000000,0.000000
27.000000,28.000000,29.000000,28.000000,26.000000,26.000000,27.000000,30.000000,596.000000,551.000000,600.000000,-1.000000,0.000000
27.000000,28.000000,29.000000,28.000000,26.000000,26.000000,27.000000,30.000000,596.000000,551.000000,600.000000,-1.000000,0.000000
27.000000,28.000000,29.000000,28.000000,26.000000,26.000000,27.000000,30.000000,596.000000,551.000000,600.000000,-1.000000,0.000000
27.000000,28.000000,29.000000,28.000000,26.000000,26.000000,27.000000,30.000000,596.000000,551.000000,600.000000,-1.000000,0.000000
27.000000,28.000000,29.000000,28.000000,26.000000,26.000000,27.000000,30.000000,596.000000,551.769231,600.000000,-1.000000,0.000000
27.000000,28.000000,28.000000,28.000000,26.000000,26.000000,27.000000,30.000000,596.000000,552.000000,600.000000,-1.000000,0.000000
27.000000,28.000000,28.000000,28.000000,26.000000,26.000000,27.000000,30.000000,596.000000,552.000000,600.000000,-1.000000,0.000000
27.000000,28.000000,28.000000,27.200000,26.000000,26.000000,27.000000,30.000000,596.000000,552.000000,600.000000,-1.000000,0.000000
27.000000,28.000000,28.000000,27.000000,26.000000,26.000000,27.000000,30.000000,596.000000,552.000000,600.000000,-1.000000,0.000000
27.000000,28.000000,28.000000,27.000000,26.000000,26.000000,27.000000,30.000000,596.000000,552.000000,600.000000,-1.000000,0.000000
27.000000,28.000000,28.000000,27.000000,26.000000,26.000000,27.000000,30.000000,596.000000,552.000000,600.000000,-1.000000,0.000000
27.000000,28.000000,28.000000,27.000000,26.000000,26.000000,27.000000,29.200000,596.000000,552.000000,600.000000,-1.000000,0.000000
27.000000,28.000000,28.000000,27.000000,26.000000,26.000000,27.000000,29.000000,596.000000,552.000000,600.000000,-1.000000,0.000000
27.000000,28.000000,28.000000,27.000000,26.000000,26.000000,27.000000,29.000000,596.000000,552.000000,600.000000,-1.000000,0.000000
27.000000,28.000000,28.000000,27.000000,26.000000,26.000000,27.000000,29.000000,596.000000,552.000000,600.000000,-1.000000,0.000000
27.000000,27.100000,28.000000,27.000000,26.000000,26.000000,27.000000,29.000000,596.000000,552.000000,600.000000,-1.000000,0.000000
27.000000,27.000000,28.000000,27.000000,26.000000,26.000000,27.000000,29.000000,596.000000,552.000000,600.000000,-1.000000,0.000000
27.000000,27.000000,28.000000,27.000000,26.000000,26.000000,27.000000,29.000000,596.000000,552.000000,600.000000,-1.000000,0.000000
27.000000,27.000000,28.000000,27.000000,26.000000,26.000000,27.000000,29.000000,596.000000,552.000000,600.000000,-1.000000,0.000000
27.000000,27.000000,28.000000,27.000000,26.000000,26.000000,27.000000,29.000000,596.000000,552.000000,600.000000,-1.000000,0.000000
27.000000,27.000000,28.000000,27.000000,26.000000,26.000000,27.000000,29.000000,596.000000,552.000000,600.000000,-1.000000,0.000000
27.000000,27.000000,28.000000,27.000000,26.000000,26.000000,27.000000,29.000000,596.000000,552.000000,600.000000,-1.000000,0.000000
27.000000,27.000000,28.000000,27.000000,26.000000,26.000000,27.000000,29.000000,596.000000,552.000000,600.000000,-1.000000,0.000000
27.000000,27.000000,28.000000,27.000000,26.000000,26.000000,27.000000,29.000000,596.000000,552.000000,600.000000,-1.000000,0.000000
27.000000,27.000000,28.000000,27.000000,26.000000,26.000000,27.000000,29.000000,596.000000,552.000000,600.000000,-1.000000,0.000000
27.000000,27.000000,28.000000,27.000000,26.000000,26.000000,27.000000,29.000000,596.000000,552.000000,600.000000,-1.000000,0.000000
27.000000,27.000000,28.000000,27.000000,26.000000,26.000000,27.000000,29.000000,596.000000,552.000000,600.000000,-1.000000,0.000000
27.000000,27.000000,28.000000,27.000000,26.000000,26.000000,27.000000,29.000000,596.000000,552.000000,600.000000,-1.000000,0.000000
27.000000,27.000000,28.000000,27.000000,26.000000,26.000000,27.000000,29.000000,596.000000,552.000000,600.000000,-1.000000,0.000000
27.000000,27.000000,28.000000,27.000000,26.000000,26.000000,27.000000,29.000000,596.000000,552.000000,600.000000,-1.000000,0.000000
27.000000,27.000000,28.000000,27.000000,26.000000,26.000000,27.000000,29.000000,596.000000,552.000000,600.000000,-1.000000,0.000000
27.000000,27.000000,28.000000,27.000000,26.000000,26.000000,27.000000,29.000000,596.000000,552.000000,600.000000,-1.000000,0.000000
27.000000,27.000000,28.000000,27.000000,26.000000,26.000000,27.000000,29.000000,596.000000,552.000000,600.000000,-1.000000,0.000000
27.000000,27.000000,28.000000,27.000000,26.000000,26.000000,27.000000,29.000000,596.000000,552.000000,600.000000,-1.000000,0.000000
27.000000,27.000000,28.000000,27.000000,26.000000,26.000000,27.000000,29.000000,596.000000,552.000000,600.000000,-1.000000,0.000000
27.000000,27.000000,28.000000,27.000000,26.000000,26.000000,27.000000,29.000000,596.000000,552.000000,600.000000,-1.000000,0.000000
27.000000,27.000000,28.000000,27.000000,26.000000,26.000000,27.000000,29.000000,596.000000,552.000000,600.000000,-1.000000,0.000000
27.000000,27.000000,28.000000,27.000000,26.000000,26.000000,27.000000,29.000000,596.000000,552.000000,600.000000,-1.000000,0.000000
27.000000,27.000000,28.000000,27.000000,26.000000,26.000000,27.000000,29.000000,596.000000,552.000000,600.000000,-1.000000,0.000000
27.000000,27.000000,28.000000,27.000000,26.000000,26.000000,27.000000,29.000000,596.000000,552.000000,600.000000,-1.000000,0.000000
27.000000,27.000000,28.000000,27.000000,26.000000,26.000000,27.000000,29.000000,596.000000,552.000000,600.000000,-1.000000,0.000000
27.000000,27.000000,28.000000,27.000000,26.000000,26.000000,27.000000,29.000000,596.000000,552.000000,600.000000,-1.000000,0.000000
27.000000,27.000000,28.000000,27.000000,26.000000,26.000000,27.000000,29.000000,596.000000,552.000000,600.000000,-1.000000,0.000000
27.000000,27.000000,28.000000,27.000000,26.000000,26.000000,27.000000,29.000000,596.000000,552.000000,600.000000,-1.000000,0.000000
27.000000,27.000000,28.000000,27.000000,26.000000,26.000000,27.000000,29.000000,596.000000,552.000000,600.000000,-1.000000,0.000000
27.000000,27.000000,28.000000,27.000000,26.000000,26.000000,27.000000,28.687500,596.000000,552.000000,600.000000,-1.000000,0.000000
27.000000,27.000000,28.000000,27.000000,26.000000,26.000000,27.000000,28.375000,596.000000,552.000000,600.000000,-1.000000,0.000000
27.000000,27.000000,28.000000,27.000000,26.000000,26.000000,27.000000,28.062500,596.000000,552.000000,600.000000,-1.000000,0.000000
27.000000,27.000000,28.000000,27.000000,26.000000,26.000000,27.000000,28.000000,596.000000,552.000000,600.000000,-1.000000,0.000000
27.000000,27.000000,28.000000,27.000000,26.000000,26.000000,27.000000,28.000000,596.000000,552.000000,600.000000,-1.000000,0.000000
27.000000,27.000000,28.000000,27.000000,26.000000,26.000000,27.000000,28.000000,596.000000,552.000000,600.000000,-1.000000,0.000000
27.000000,27.000000,28.000000,27.000000,26.000000,26.000000,27.000000,28.000000,596.000000,552.000000,600.000000,-1.000000,0.000000
27.000000,27.000000,28.000000,27.000000,26.000000,26.000000,27.000000,28.000000,596.000000,552.000000,600.000000,-1.000000,0.000000
27.000000,27.000000,28.000000,27.000000,26.000000,26.000000,27.000000,28.000000,596.000000,552.000000,600.000000,-1.000000,0.000000
27.000000,27.000000,28.000000,27.000000,25.666667,26.000000,27.000000,28.000000,596.000000,552.000000,600.000000,-1.000000,0.000000
27.000000,27.000000,28.000000,27.000000,25.333333,26.000000,27.000000,28.000000,596.000000,552.000000,600.000000,-1.000000,0.000000
27.000000,27.000000,28.000000,27.000000,25.000000,26.000000,27.000000,28.000000,596.000000,552.000000,600.000000,-1.000000,0.000000
